"","age","production","language","n","prop_produced"
"532",29,453,"Spanish (European)",588,0.770408163265306
"533",29,518,"Spanish (European)",588,0.880952380952381
"534",30,332,"Spanish (European)",588,0.564625850340136
"535",29,406,"Spanish (European)",588,0.69047619047619
"536",29,527,"Spanish (European)",588,0.896258503401361
"537",30,266,"Spanish (European)",588,0.452380952380952
"538",29,374,"Spanish (European)",588,0.636054421768708
"539",29,498,"Spanish (European)",588,0.846938775510204
"540",29,368,"Spanish (European)",588,0.625850340136054
"541",29,122,"Spanish (European)",588,0.207482993197279
"542",29,458,"Spanish (European)",588,0.77891156462585
"543",29,585,"Spanish (European)",588,0.994897959183674
"544",29,252,"Spanish (European)",588,0.428571428571429
"545",29,432,"Spanish (European)",588,0.73469387755102
"546",30,395,"Spanish (European)",588,0.671768707482993
"547",30,459,"Spanish (European)",588,0.780612244897959
"548",30,379,"Spanish (European)",588,0.644557823129252
"549",30,302,"Spanish (European)",588,0.513605442176871
"550",30,579,"Spanish (European)",588,0.98469387755102
"551",30,465,"Spanish (European)",588,0.790816326530612
"552",30,453,"Spanish (European)",588,0.770408163265306
"553",30,440,"Spanish (European)",588,0.748299319727891
"554",30,452,"Spanish (European)",588,0.768707482993197
"555",30,360,"Spanish (European)",588,0.612244897959184
"556",30,483,"Spanish (European)",588,0.821428571428571
"557",30,223,"Spanish (European)",588,0.379251700680272
"558",30,402,"Spanish (European)",588,0.683673469387755
"559",30,113,"Spanish (European)",588,0.192176870748299
"560",30,306,"Spanish (European)",588,0.520408163265306
"561",30,557,"Spanish (European)",588,0.947278911564626
"562",30,208,"Spanish (European)",588,0.353741496598639
"563",16,7,"Spanish (European)",588,0.0119047619047619
"564",17,50,"Spanish (European)",588,0.0850340136054422
"565",17,14,"Spanish (European)",588,0.0238095238095238
"566",18,31,"Spanish (European)",588,0.0527210884353742
"567",19,77,"Spanish (European)",588,0.130952380952381
"568",21,342,"Spanish (European)",588,0.581632653061224
"569",22,95,"Spanish (European)",588,0.16156462585034
"570",22,43,"Spanish (European)",588,0.0731292517006803
"571",26,352,"Spanish (European)",588,0.598639455782313
"572",24,478,"Spanish (European)",588,0.812925170068027
"573",25,102,"Spanish (European)",588,0.173469387755102
"574",25,84,"Spanish (European)",588,0.142857142857143
"575",25,388,"Spanish (European)",588,0.659863945578231
"576",25,67,"Spanish (European)",588,0.113945578231293
"577",26,272,"Spanish (European)",588,0.462585034013605
"578",26,385,"Spanish (European)",588,0.654761904761905
"579",26,331,"Spanish (European)",588,0.562925170068027
"580",26,222,"Spanish (European)",588,0.377551020408163
"581",27,109,"Spanish (European)",588,0.185374149659864
"582",27,523,"Spanish (European)",588,0.889455782312925
"583",27,201,"Spanish (European)",588,0.341836734693878
"584",28,209,"Spanish (European)",588,0.355442176870748
"585",28,338,"Spanish (European)",588,0.574829931972789
"586",28,223,"Spanish (European)",588,0.379251700680272
"587",28,333,"Spanish (European)",588,0.566326530612245
"588",30,538,"Spanish (European)",588,0.914965986394558
"589",30,443,"Spanish (European)",588,0.753401360544218
"590",23,343,"Spanish (European)",588,0.583333333333333
"591",25,307,"Spanish (European)",588,0.522108843537415
"592",25,482,"Spanish (European)",588,0.819727891156463
"593",28,376,"Spanish (European)",588,0.639455782312925
"594",19,38,"Spanish (Mexican)",680,0.0558823529411765
"595",26,192,"Spanish (Mexican)",680,0.282352941176471
"596",30,307,"Spanish (Mexican)",680,0.451470588235294
"597",24,11,"Spanish (Mexican)",680,0.0161764705882353
"598",18,40,"Spanish (Mexican)",680,0.0588235294117647
"599",22,109,"Spanish (Mexican)",680,0.160294117647059
"600",28,351,"Spanish (Mexican)",680,0.516176470588235
"601",28,65,"Spanish (Mexican)",680,0.0955882352941176
"602",29,81,"Spanish (Mexican)",680,0.119117647058824
"603",24,56,"Spanish (Mexican)",680,0.0823529411764706
"604",24,12,"Spanish (Mexican)",680,0.0176470588235294
"605",22,165,"Spanish (Mexican)",680,0.242647058823529
"606",27,434,"Spanish (Mexican)",680,0.638235294117647
"607",18,26,"Spanish (Mexican)",680,0.0382352941176471
"608",18,97,"Spanish (Mexican)",680,0.142647058823529
"609",24,189,"Spanish (Mexican)",680,0.277941176470588
"610",29,325,"Spanish (Mexican)",680,0.477941176470588
"611",24,172,"Spanish (Mexican)",680,0.252941176470588
"612",30,143,"Spanish (Mexican)",680,0.210294117647059
"613",24,316,"Spanish (Mexican)",680,0.464705882352941
"614",28,552,"Spanish (Mexican)",680,0.811764705882353
"615",19,95,"Spanish (Mexican)",680,0.139705882352941
"616",23,116,"Spanish (Mexican)",680,0.170588235294118
"617",30,429,"Spanish (Mexican)",680,0.630882352941176
"618",29,451,"Spanish (Mexican)",680,0.663235294117647
"619",25,397,"Spanish (Mexican)",680,0.583823529411765
"620",24,263,"Spanish (Mexican)",680,0.386764705882353
"621",24,85,"Spanish (Mexican)",680,0.125
"622",30,118,"Spanish (Mexican)",680,0.173529411764706
"623",26,36,"Spanish (Mexican)",680,0.0529411764705882
"624",19,21,"Spanish (Mexican)",680,0.0308823529411765
"625",24,37,"Spanish (Mexican)",680,0.0544117647058824
"626",26,138,"Spanish (Mexican)",680,0.202941176470588
"627",29,88,"Spanish (Mexican)",680,0.129411764705882
"628",27,491,"Spanish (Mexican)",680,0.722058823529412
"629",30,629,"Spanish (Mexican)",680,0.925
"630",19,48,"Spanish (Mexican)",680,0.0705882352941176
"631",25,84,"Spanish (Mexican)",680,0.123529411764706
"632",24,94,"Spanish (Mexican)",680,0.138235294117647
"633",30,311,"Spanish (Mexican)",680,0.457352941176471
"634",25,40,"Spanish (Mexican)",680,0.0588235294117647
"635",30,56,"Spanish (Mexican)",680,0.0823529411764706
"636",26,8,"Spanish (Mexican)",680,0.0117647058823529
"637",21,6,"Spanish (Mexican)",680,0.00882352941176471
"638",27,52,"Spanish (Mexican)",680,0.0764705882352941
"639",23,9,"Spanish (Mexican)",680,0.0132352941176471
"640",29,52,"Spanish (Mexican)",680,0.0764705882352941
"641",24,195,"Spanish (Mexican)",680,0.286764705882353
"642",30,245,"Spanish (Mexican)",680,0.360294117647059
"643",24,32,"Spanish (Mexican)",680,0.0470588235294118
"644",28,17,"Spanish (Mexican)",680,0.025
"645",24,78,"Spanish (Mexican)",680,0.114705882352941
"646",29,506,"Spanish (Mexican)",680,0.744117647058824
"647",25,210,"Spanish (Mexican)",680,0.308823529411765
"648",30,471,"Spanish (Mexican)",680,0.692647058823529
"649",30,85,"Spanish (Mexican)",680,0.125
"650",18,121,"Spanish (Mexican)",680,0.177941176470588
"651",25,89,"Spanish (Mexican)",680,0.130882352941176
"652",27,76,"Spanish (Mexican)",680,0.111764705882353
"653",24,368,"Spanish (Mexican)",680,0.541176470588235
"654",20,68,"Spanish (Mexican)",680,0.1
"655",30,247,"Spanish (Mexican)",680,0.363235294117647
"656",29,612,"Spanish (Mexican)",680,0.9
"657",18,6,"Spanish (Mexican)",680,0.00882352941176471
"658",30,4,"Spanish (Mexican)",680,0.00588235294117647
"659",26,6,"Spanish (Mexican)",680,0.00882352941176471
"660",19,35,"Spanish (Mexican)",680,0.0514705882352941
"661",24,151,"Spanish (Mexican)",680,0.222058823529412
"662",19,98,"Spanish (Mexican)",680,0.144117647058824
"663",29,204,"Spanish (Mexican)",680,0.3
"664",24,268,"Spanish (Mexican)",680,0.394117647058824
"665",19,11,"Spanish (Mexican)",680,0.0161764705882353
"666",24,87,"Spanish (Mexican)",680,0.127941176470588
"667",18,23,"Spanish (Mexican)",680,0.0338235294117647
"668",24,100,"Spanish (Mexican)",680,0.147058823529412
"669",19,281,"Spanish (Mexican)",680,0.413235294117647
"670",27,120,"Spanish (Mexican)",680,0.176470588235294
"671",30,419,"Spanish (Mexican)",680,0.616176470588235
"672",20,73,"Spanish (Mexican)",680,0.107352941176471
"673",24,159,"Spanish (Mexican)",680,0.233823529411765
"674",18,15,"Spanish (Mexican)",680,0.0220588235294118
"675",25,90,"Spanish (Mexican)",680,0.132352941176471
"676",19,23,"Spanish (Mexican)",680,0.0338235294117647
"677",25,19,"Spanish (Mexican)",680,0.0279411764705882
"678",24,181,"Spanish (Mexican)",680,0.266176470588235
"679",18,90,"Spanish (Mexican)",680,0.132352941176471
"680",25,63,"Spanish (Mexican)",680,0.0926470588235294
"681",30,248,"Spanish (Mexican)",680,0.364705882352941
"682",21,11,"Spanish (Mexican)",680,0.0161764705882353
"683",24,23,"Spanish (Mexican)",680,0.0338235294117647
"684",29,481,"Spanish (Mexican)",680,0.707352941176471
"685",27,308,"Spanish (Mexican)",680,0.452941176470588
"686",28,6,"Spanish (Mexican)",680,0.00882352941176471
"687",19,50,"Spanish (Mexican)",680,0.0735294117647059
"688",27,87,"Spanish (Mexican)",680,0.127941176470588
"689",19,34,"Spanish (Mexican)",680,0.05
"690",19,130,"Spanish (Mexican)",680,0.191176470588235
"691",26,187,"Spanish (Mexican)",680,0.275
"692",25,68,"Spanish (Mexican)",680,0.1
"693",22,72,"Spanish (Mexican)",680,0.105882352941176
"694",27,161,"Spanish (Mexican)",680,0.236764705882353
"695",18,38,"Spanish (Mexican)",680,0.0558823529411765
"696",23,54,"Spanish (Mexican)",680,0.0794117647058823
"697",18,228,"Spanish (Mexican)",680,0.335294117647059
"698",24,103,"Spanish (Mexican)",680,0.151470588235294
"699",24,160,"Spanish (Mexican)",680,0.235294117647059
"700",17,51,"Spanish (Mexican)",680,0.075
"701",24,103,"Spanish (Mexican)",680,0.151470588235294
"702",28,111,"Spanish (Mexican)",680,0.163235294117647
"703",30,220,"Spanish (Mexican)",680,0.323529411764706
"704",24,409,"Spanish (Mexican)",680,0.601470588235294
"705",29,530,"Spanish (Mexican)",680,0.779411764705882
"706",25,209,"Spanish (Mexican)",680,0.307352941176471
"707",18,39,"Spanish (Mexican)",680,0.0573529411764706
"708",23,415,"Spanish (Mexican)",680,0.610294117647059
"709",24,144,"Spanish (Mexican)",680,0.211764705882353
"710",29,197,"Spanish (Mexican)",680,0.289705882352941
"711",25,214,"Spanish (Mexican)",680,0.314705882352941
"712",22,18,"Spanish (Mexican)",680,0.0264705882352941
"713",28,352,"Spanish (Mexican)",680,0.517647058823529
"714",22,96,"Spanish (Mexican)",680,0.141176470588235
"715",25,97,"Spanish (Mexican)",680,0.142647058823529
"716",24,360,"Spanish (Mexican)",680,0.529411764705882
"717",30,510,"Spanish (Mexican)",680,0.75
"718",19,17,"Spanish (Mexican)",680,0.025
"719",28,664,"Spanish (Mexican)",680,0.976470588235294
"720",25,220,"Spanish (Mexican)",680,0.323529411764706
"721",21,7,"Spanish (Mexican)",680,0.0102941176470588
"722",25,83,"Spanish (Mexican)",680,0.122058823529412
"723",25,163,"Spanish (Mexican)",680,0.239705882352941
"724",24,107,"Spanish (Mexican)",680,0.157352941176471
"725",30,76,"Spanish (Mexican)",680,0.111764705882353
"726",19,24,"Spanish (Mexican)",680,0.0352941176470588
"727",25,11,"Spanish (Mexican)",680,0.0161764705882353
"728",23,22,"Spanish (Mexican)",680,0.0323529411764706
"729",27,409,"Spanish (Mexican)",680,0.601470588235294
"730",19,57,"Spanish (Mexican)",680,0.0838235294117647
"731",25,53,"Spanish (Mexican)",680,0.0779411764705882
"732",19,38,"Spanish (Mexican)",680,0.0558823529411765
"733",19,21,"Spanish (Mexican)",680,0.0308823529411765
"734",22,35,"Spanish (Mexican)",680,0.0514705882352941
"735",24,118,"Spanish (Mexican)",680,0.173529411764706
"736",30,215,"Spanish (Mexican)",680,0.316176470588235
"737",30,187,"Spanish (Mexican)",680,0.275
"738",25,80,"Spanish (Mexican)",680,0.117647058823529
"739",24,77,"Spanish (Mexican)",680,0.113235294117647
"740",25,137,"Spanish (Mexican)",680,0.201470588235294
"741",23,58,"Spanish (Mexican)",680,0.0852941176470588
"742",20,18,"Spanish (Mexican)",680,0.0264705882352941
"743",21,1,"Spanish (Mexican)",680,0.00147058823529412
"744",24,69,"Spanish (Mexican)",680,0.101470588235294
"745",29,243,"Spanish (Mexican)",680,0.357352941176471
"746",26,30,"Spanish (Mexican)",680,0.0441176470588235
"747",24,93,"Spanish (Mexican)",680,0.136764705882353
"748",30,217,"Spanish (Mexican)",680,0.319117647058824
"749",25,16,"Spanish (Mexican)",680,0.0235294117647059
"750",25,367,"Spanish (Mexican)",680,0.539705882352941
"751",30,426,"Spanish (Mexican)",680,0.626470588235294
"752",26,54,"Spanish (Mexican)",680,0.0794117647058823
"753",19,79,"Spanish (Mexican)",680,0.116176470588235
"754",29,52,"Spanish (Mexican)",680,0.0764705882352941
"755",30,290,"Spanish (Mexican)",680,0.426470588235294
"756",24,95,"Spanish (Mexican)",680,0.139705882352941
"757",18,36,"Spanish (Mexican)",680,0.0529411764705882
"758",21,59,"Spanish (Mexican)",680,0.0867647058823529
"759",25,267,"Spanish (Mexican)",680,0.392647058823529
"760",25,84,"Spanish (Mexican)",680,0.123529411764706
"761",28,118,"Spanish (Mexican)",680,0.173529411764706
"762",24,7,"Spanish (Mexican)",680,0.0102941176470588
"763",22,42,"Spanish (Mexican)",680,0.061764705882353
"764",21,14,"Spanish (Mexican)",680,0.0205882352941176
"765",23,0,"Spanish (Mexican)",680,0
"766",22,21,"Spanish (Mexican)",680,0.0308823529411765
"767",28,22,"Spanish (Mexican)",680,0.0323529411764706
"768",24,40,"Spanish (Mexican)",680,0.0588235294117647
"769",17,181,"Spanish (Mexican)",680,0.266176470588235
"770",24,518,"Spanish (Mexican)",680,0.761764705882353
"771",29,643,"Spanish (Mexican)",680,0.945588235294118
"772",25,47,"Spanish (Mexican)",680,0.0691176470588235
"773",27,589,"Spanish (Mexican)",680,0.866176470588235
"774",24,122,"Spanish (Mexican)",680,0.179411764705882
"775",20,193,"Spanish (Mexican)",680,0.283823529411765
"776",23,35,"Spanish (Mexican)",680,0.0514705882352941
"777",30,119,"Spanish (Mexican)",680,0.175
"778",30,528,"Spanish (Mexican)",680,0.776470588235294
"779",21,15,"Spanish (Mexican)",680,0.0220588235294118
"780",19,680,"Spanish (Mexican)",680,1
"781",25,680,"Spanish (Mexican)",680,1
"782",18,680,"Spanish (Mexican)",680,1
"783",24,680,"Spanish (Mexican)",680,1
"784",24,680,"Spanish (Mexican)",680,1
"785",19,680,"Spanish (Mexican)",680,1
"786",25,680,"Spanish (Mexican)",680,1
"787",25,680,"Spanish (Mexican)",680,1
"788",20,680,"Spanish (Mexican)",680,1
"789",20,680,"Spanish (Mexican)",680,1
"790",25,258,"Spanish (Mexican)",680,0.379411764705882
"791",19,680,"Spanish (Mexican)",680,1
"792",24,237,"Spanish (Mexican)",680,0.348529411764706
"793",20,680,"Spanish (Mexican)",680,1
"794",25,190,"Spanish (Mexican)",680,0.279411764705882
"795",19,680,"Spanish (Mexican)",680,1
"796",24,680,"Spanish (Mexican)",680,1
"797",25,680,"Spanish (Mexican)",680,1
"798",21,680,"Spanish (Mexican)",680,1
"799",25,352,"Spanish (Mexican)",680,0.517647058823529
"800",19,680,"Spanish (Mexican)",680,1
"801",24,273,"Spanish (Mexican)",680,0.401470588235294
"802",26,680,"Spanish (Mexican)",680,1
"803",25,680,"Spanish (Mexican)",680,1
"804",24,680,"Spanish (Mexican)",680,1
"805",19,680,"Spanish (Mexican)",680,1
"806",25,680,"Spanish (Mexican)",680,1
"807",19,680,"Spanish (Mexican)",680,1
"808",24,512,"Spanish (Mexican)",680,0.752941176470588
"809",25,680,"Spanish (Mexican)",680,1
"810",20,680,"Spanish (Mexican)",680,1
"811",24,362,"Spanish (Mexican)",680,0.532352941176471
"812",19,680,"Spanish (Mexican)",680,1
"813",24,143,"Spanish (Mexican)",680,0.210294117647059
"814",19,680,"Spanish (Mexican)",680,1
"815",24,283,"Spanish (Mexican)",680,0.416176470588235
"816",24,680,"Spanish (Mexican)",680,1
"817",19,250,"Spanish (Mexican)",680,0.367647058823529
"818",25,680,"Spanish (Mexican)",680,1
"819",20,680,"Spanish (Mexican)",680,1
"820",24,346,"Spanish (Mexican)",680,0.508823529411765
"821",20,680,"Spanish (Mexican)",680,1
"822",25,169,"Spanish (Mexican)",680,0.248529411764706
"823",24,680,"Spanish (Mexican)",680,1
"824",22,680,"Spanish (Mexican)",680,1
"825",25,23,"Spanish (Mexican)",680,0.0338235294117647
"826",19,680,"Spanish (Mexican)",680,1
"827",24,680,"Spanish (Mexican)",680,1
"828",25,680,"Spanish (Mexican)",680,1
"829",25,680,"Spanish (Mexican)",680,1
"830",24,680,"Spanish (Mexican)",680,1
"831",24,680,"Spanish (Mexican)",680,1
"832",24,680,"Spanish (Mexican)",680,1
"833",25,680,"Spanish (Mexican)",680,1
"834",20,52,"Spanish (Mexican)",680,0.0764705882352941
"835",22,26,"Spanish (Mexican)",680,0.0382352941176471
"836",22,403,"Spanish (Mexican)",680,0.592647058823529
"837",21,566,"Spanish (Mexican)",680,0.832352941176471
"838",21,286,"Spanish (Mexican)",680,0.420588235294118
"839",22,32,"Spanish (Mexican)",680,0.0470588235294118
"840",22,195,"Spanish (Mexican)",680,0.286764705882353
"841",22,32,"Spanish (Mexican)",680,0.0470588235294118
"842",21,286,"Spanish (Mexican)",680,0.420588235294118
"843",20,199,"Spanish (Mexican)",680,0.292647058823529
"844",21,111,"Spanish (Mexican)",680,0.163235294117647
"845",20,11,"Spanish (Mexican)",680,0.0161764705882353
"846",20,79,"Spanish (Mexican)",680,0.116176470588235
"847",22,468,"Spanish (Mexican)",680,0.688235294117647
"848",20,75,"Spanish (Mexican)",680,0.110294117647059
"849",20,47,"Spanish (Mexican)",680,0.0691176470588235
"850",22,83,"Spanish (Mexican)",680,0.122058823529412
"851",21,59,"Spanish (Mexican)",680,0.0867647058823529
"852",20,22,"Spanish (Mexican)",680,0.0323529411764706
"853",22,137,"Spanish (Mexican)",680,0.201470588235294
"854",21,17,"Spanish (Mexican)",680,0.025
"855",20,46,"Spanish (Mexican)",680,0.0676470588235294
"856",20,102,"Spanish (Mexican)",680,0.15
"857",21,23,"Spanish (Mexican)",680,0.0338235294117647
"858",20,47,"Spanish (Mexican)",680,0.0691176470588235
"859",21,66,"Spanish (Mexican)",680,0.0970588235294118
"860",23,425,"Spanish (Mexican)",680,0.625
"861",21,72,"Spanish (Mexican)",680,0.105882352941176
"862",19,42,"Spanish (Mexican)",680,0.061764705882353
"863",22,15,"Spanish (Mexican)",680,0.0220588235294118
"864",20,162,"Spanish (Mexican)",680,0.238235294117647
"865",22,125,"Spanish (Mexican)",680,0.183823529411765
"866",20,108,"Spanish (Mexican)",680,0.158823529411765
"867",21,121,"Spanish (Mexican)",680,0.177941176470588
"868",20,13,"Spanish (Mexican)",680,0.0191176470588235
"869",21,27,"Spanish (Mexican)",680,0.0397058823529412
"870",21,395,"Spanish (Mexican)",680,0.580882352941177
"871",30,549,"Spanish (Mexican)",680,0.807352941176471
"872",23,229,"Spanish (Mexican)",680,0.336764705882353
"873",30,534,"Spanish (Mexican)",680,0.785294117647059
"874",27,524,"Spanish (Mexican)",680,0.770588235294118
"875",27,470,"Spanish (Mexican)",680,0.691176470588235
"876",30,502,"Spanish (Mexican)",680,0.738235294117647
"877",24,374,"Spanish (Mexican)",680,0.55
"878",27,381,"Spanish (Mexican)",680,0.560294117647059
"879",25,244,"Spanish (Mexican)",680,0.358823529411765
"880",20,301,"Spanish (Mexican)",680,0.442647058823529
"881",24,373,"Spanish (Mexican)",680,0.548529411764706
"882",25,322,"Spanish (Mexican)",680,0.473529411764706
"883",19,490,"Spanish (Mexican)",680,0.720588235294118
"884",25,291,"Spanish (Mexican)",680,0.427941176470588
"885",22,4,"Spanish (Mexican)",680,0.00588235294117647
"886",16,10,"Spanish (Mexican)",680,0.0147058823529412
"887",23,353,"Spanish (Mexican)",680,0.519117647058824
"888",19,286,"Spanish (Mexican)",680,0.420588235294118
"889",18,129,"Spanish (Mexican)",680,0.189705882352941
"890",27,148,"Spanish (Mexican)",680,0.217647058823529
"891",18,40,"Spanish (Mexican)",680,0.0588235294117647
"892",17,43,"Spanish (Mexican)",680,0.063235294117647
"893",17,35,"Spanish (Mexican)",680,0.0514705882352941
"894",16,12,"Spanish (Mexican)",680,0.0176470588235294
"895",19,56,"Spanish (Mexican)",680,0.0823529411764706
"896",17,47,"Spanish (Mexican)",680,0.0691176470588235
"897",19,14,"Spanish (Mexican)",680,0.0205882352941176
"898",19,16,"Spanish (Mexican)",680,0.0235294117647059
"899",18,13,"Spanish (Mexican)",680,0.0191176470588235
"900",19,5,"Spanish (Mexican)",680,0.00735294117647059
"901",18,23,"Spanish (Mexican)",680,0.0338235294117647
"902",16,77,"Spanish (Mexican)",680,0.113235294117647
"903",17,32,"Spanish (Mexican)",680,0.0470588235294118
"904",17,140,"Spanish (Mexican)",680,0.205882352941176
"905",17,30,"Spanish (Mexican)",680,0.0441176470588235
"906",16,27,"Spanish (Mexican)",680,0.0397058823529412
"907",19,214,"Spanish (Mexican)",680,0.314705882352941
"908",17,44,"Spanish (Mexican)",680,0.0647058823529412
"909",18,26,"Spanish (Mexican)",680,0.0382352941176471
"910",19,150,"Spanish (Mexican)",680,0.220588235294118
"911",17,108,"Spanish (Mexican)",680,0.158823529411765
"912",17,39,"Spanish (Mexican)",680,0.0573529411764706
"913",18,78,"Spanish (Mexican)",680,0.114705882352941
"914",18,9,"Spanish (Mexican)",680,0.0132352941176471
"915",17,3,"Spanish (Mexican)",680,0.00441176470588235
"916",18,63,"Spanish (Mexican)",680,0.0926470588235294
"917",19,261,"Spanish (Mexican)",680,0.383823529411765
"918",18,85,"Spanish (Mexican)",680,0.125
"919",19,70,"Spanish (Mexican)",680,0.102941176470588
"920",17,72,"Spanish (Mexican)",680,0.105882352941176
"921",19,102,"Spanish (Mexican)",680,0.15
"922",18,21,"Spanish (Mexican)",680,0.0308823529411765
"923",17,61,"Spanish (Mexican)",680,0.0897058823529412
"924",19,119,"Spanish (Mexican)",680,0.175
"925",20,30,"Spanish (Mexican)",680,0.0441176470588235
"926",18,9,"Spanish (Mexican)",680,0.0132352941176471
"927",29,569,"Spanish (Mexican)",680,0.836764705882353
"928",29,123,"Spanish (Mexican)",680,0.180882352941176
"929",29,135,"Spanish (Mexican)",680,0.198529411764706
"930",29,206,"Spanish (Mexican)",680,0.302941176470588
"931",29,110,"Spanish (Mexican)",680,0.161764705882353
"932",29,410,"Spanish (Mexican)",680,0.602941176470588
"933",29,16,"Spanish (Mexican)",680,0.0235294117647059
"934",29,140,"Spanish (Mexican)",680,0.205882352941176
"935",29,82,"Spanish (Mexican)",680,0.120588235294118
"936",29,280,"Spanish (Mexican)",680,0.411764705882353
"937",29,371,"Spanish (Mexican)",680,0.545588235294118
"938",29,490,"Spanish (Mexican)",680,0.720588235294118
"939",28,387,"Spanish (Mexican)",680,0.569117647058824
"940",29,533,"Spanish (Mexican)",680,0.783823529411765
"941",30,241,"Spanish (Mexican)",680,0.354411764705882
"942",29,329,"Spanish (Mexican)",680,0.483823529411765
"943",29,616,"Spanish (Mexican)",680,0.905882352941176
"944",30,262,"Spanish (Mexican)",680,0.385294117647059
"945",29,231,"Spanish (Mexican)",680,0.339705882352941
"946",30,622,"Spanish (Mexican)",680,0.914705882352941
"947",30,479,"Spanish (Mexican)",680,0.704411764705882
"948",30,223,"Spanish (Mexican)",680,0.327941176470588
"949",28,467,"Spanish (Mexican)",680,0.686764705882353
"950",29,182,"Spanish (Mexican)",680,0.267647058823529
"951",29,413,"Spanish (Mexican)",680,0.60735294117647
"952",28,520,"Spanish (Mexican)",680,0.764705882352941
"953",29,558,"Spanish (Mexican)",680,0.820588235294118
"954",29,552,"Spanish (Mexican)",680,0.811764705882353
"955",29,214,"Spanish (Mexican)",680,0.314705882352941
"956",30,365,"Spanish (Mexican)",680,0.536764705882353
"957",29,381,"Spanish (Mexican)",680,0.560294117647059
"958",28,46,"Spanish (Mexican)",680,0.0676470588235294
"959",30,117,"Spanish (Mexican)",680,0.172058823529412
"960",29,642,"Spanish (Mexican)",680,0.944117647058824
"961",30,662,"Spanish (Mexican)",680,0.973529411764706
"962",30,493,"Spanish (Mexican)",680,0.725
"963",29,610,"Spanish (Mexican)",680,0.897058823529412
"964",29,599,"Spanish (Mexican)",680,0.880882352941176
"965",29,608,"Spanish (Mexican)",680,0.894117647058824
"966",20,179,"Spanish (Mexican)",680,0.263235294117647
"967",21,111,"Spanish (Mexican)",680,0.163235294117647
"968",20,43,"Spanish (Mexican)",680,0.063235294117647
"969",22,349,"Spanish (Mexican)",680,0.513235294117647
"970",21,76,"Spanish (Mexican)",680,0.111764705882353
"971",20,257,"Spanish (Mexican)",680,0.377941176470588
"972",19,218,"Spanish (Mexican)",680,0.320588235294118
"973",22,234,"Spanish (Mexican)",680,0.344117647058824
"974",21,261,"Spanish (Mexican)",680,0.383823529411765
"975",21,25,"Spanish (Mexican)",680,0.0367647058823529
"976",21,25,"Spanish (Mexican)",680,0.0367647058823529
"977",20,70,"Spanish (Mexican)",680,0.102941176470588
"978",22,279,"Spanish (Mexican)",680,0.410294117647059
"979",21,277,"Spanish (Mexican)",680,0.407352941176471
"980",16,101,"Spanish (Mexican)",680,0.148529411764706
"981",16,17,"Spanish (Mexican)",680,0.025
"982",16,102,"Spanish (Mexican)",680,0.15
"983",16,76,"Spanish (Mexican)",680,0.111764705882353
"984",16,47,"Spanish (Mexican)",680,0.0691176470588235
"985",17,60,"Spanish (Mexican)",680,0.0882352941176471
"986",18,24,"Spanish (Mexican)",680,0.0352941176470588
"987",18,21,"Spanish (Mexican)",680,0.0308823529411765
"988",19,261,"Spanish (Mexican)",680,0.383823529411765
"989",17,96,"Spanish (Mexican)",680,0.141176470588235
"990",17,75,"Spanish (Mexican)",680,0.110294117647059
"991",19,43,"Spanish (Mexican)",680,0.063235294117647
"992",19,31,"Spanish (Mexican)",680,0.0455882352941176
"993",16,11,"Spanish (Mexican)",680,0.0161764705882353
"994",19,56,"Spanish (Mexican)",680,0.0823529411764706
"995",19,103,"Spanish (Mexican)",680,0.151470588235294
"996",17,9,"Spanish (Mexican)",680,0.0132352941176471
"997",17,85,"Spanish (Mexican)",680,0.125
"998",18,36,"Spanish (Mexican)",680,0.0529411764705882
"999",18,24,"Spanish (Mexican)",680,0.0352941176470588
"1000",17,8,"Spanish (Mexican)",680,0.0117647058823529
"1001",18,20,"Spanish (Mexican)",680,0.0294117647058824
"1002",17,35,"Spanish (Mexican)",680,0.0514705882352941
"1003",17,404,"Spanish (Mexican)",680,0.594117647058824
"1004",19,612,"Spanish (Mexican)",680,0.9
"1005",18,22,"Spanish (Mexican)",680,0.0323529411764706
"1006",18,48,"Spanish (Mexican)",680,0.0705882352941176
"1007",20,261,"Spanish (Mexican)",680,0.383823529411765
"1008",19,158,"Spanish (Mexican)",680,0.232352941176471
"1009",17,191,"Spanish (Mexican)",680,0.280882352941176
"1010",19,88,"Spanish (Mexican)",680,0.129411764705882
"1011",19,14,"Spanish (Mexican)",680,0.0205882352941176
"1012",21,220,"Spanish (Mexican)",680,0.323529411764706
"1013",19,56,"Spanish (Mexican)",680,0.0823529411764706
"1014",19,31,"Spanish (Mexican)",680,0.0455882352941176
"1015",17,31,"Spanish (Mexican)",680,0.0455882352941176
"1016",17,120,"Spanish (Mexican)",680,0.176470588235294
"1017",17,17,"Spanish (Mexican)",680,0.025
"1018",17,288,"Spanish (Mexican)",680,0.423529411764706
"1019",17,19,"Spanish (Mexican)",680,0.0279411764705882
"1020",19,49,"Spanish (Mexican)",680,0.0720588235294118
"1021",18,50,"Spanish (Mexican)",680,0.0735294117647059
"1022",18,30,"Spanish (Mexican)",680,0.0441176470588235
"1023",18,46,"Spanish (Mexican)",680,0.0676470588235294
"1024",23,68,"Spanish (Mexican)",680,0.1
"1025",25,365,"Spanish (Mexican)",680,0.536764705882353
"1026",25,512,"Spanish (Mexican)",680,0.752941176470588
